X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
0.20269679347971,0.4695787465988691,1.2928581218052408,7.123585190950752,4.3153478885238385,0.6460743331125968,1.5650259237094386,1.0707553988708889,1.999560250557406,0.09471587404685924
-1.0877821814786248,0.6905505429049349,0.45999981300245474,2.142557297000171,0.010089445036496558,0.6879458246508303,1.0867201188912556,-0.12252151620565956,0.8184524960137489,-0.8452916722272822
1.3214134447955057,1.04821870408268,0.6853517469373845,4.661710828280052,4.275341169207056,0.732756680543234,1.7137607256387717,-0.07682531351618722,1.7710233843103942,0.7806965868217828
1.154977612021327,-1.1340297384257976,-0.9593843788890635,2.327522238427321,1.74369734474459,0.19852755210785067,1.1855383627324927,-0.3930018810055169,0.6352854551462596,0.4697833362270782
-1.2736211249173044,-0.3144290860269857,0.11867986685392881,-0.5226691934440131,-1.8010012835434113,-0.48824922618784217,0.21689485059028946,0.2957069456602359,-0.39482622825054003,-0.28847679147245037
-2.41229367502892,0.37730163917884063,1.0187316662077013,1.7098454767295874,2.002065481483292,0.3643343069624616,0.5421032613391716,1.1730856779252148,0.861562397470196,-1.4016515248652492
0.10467754702551368,1.2928248507248972,-0.15817803167210528,6.4800651627564045,4.082717597261864,-0.3097732217374346,2.4483538220661276,0.4295069965163076,1.6504610536707875,0.8675612863246337
2.3899244986894654,1.0178420015523668,0.5564584566938856,14.271919861118034,8.877749311471804,2.584708352034501,4.154590380197657,0.5310557173502738,3.738309239765422,0.6792476678037849
-1.651611776458748,1.1682847399967569,-1.0544917147296695,-1.9467707893301567,-1.4427278745517667,0.11388766071699208,0.2942506052725189,-0.7711918955253985,-0.5266892203477515,-0.38247156470493754
1.6082543068745243,-0.5947278950607371,0.17596491156225216,1.0408528992509547,0.07130956800339,-0.894791978878821,-1.5506856600732961,1.0728496791458662,-0.09621216151951084,0.3966884058256497
2.576313481914431,-0.5131468763449906,-0.21867911435079165,-2.6014510043173202,-2.6210930339925587,-1.0931211042639208,-0.9629130618398196,-1.3774373859390199,-0.5757760113848818,1.649981931845321
2.5198077857190375,0.5325976686832896,0.18754164438173224,9.25189407886463,6.414059208120566,0.9677056094277775,2.912617034568467,0.06891491446479703,1.1822993434663238,1.251577193943643
