X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
0.6882126165899972,-0.17930273079650694,-0.4671193120718806,-0.8692201325652463,-0.8059334725187333,1.8585643803950795,-0.7455045613959768,-0.11244308854305099,0.5894929303002145,-0.7530274477833288,-1.4352135522413538,1.8109167788502163,1.0958744598718455,-1.0537000700725478,-0.8972214097784155,-1.299217322646923,0.5022369136555853,1.7956486490640085,0.2549931011051607,0.652431245091248
0.5723257743582908,-0.27286749779370595,-1.228892143976201,-2.44883973973671,-2.036161134531233,2.2320710452005397,0.14062500922107923,0.5069279447601578,-0.6464848303548434,0.11278262393379508,0.004136922600725167,0.4641117057660977,2.0472306032409673,0.377441007784409,1.0757790338392377,0.3047812382660745,-0.04157302332882542,3.0035524976318904,-0.6502329096272792,-0.6564654962975263
1.493864862157949,-0.47465245703444797,-0.39188299673732496,-0.1095514652570283,-4.156419683879999,-0.9379753189473756,-0.22819673031208457,0.9093664483777737,-1.3050818004781135,0.6213158644262603,1.7369805558896907,0.7744514815271637,-0.7060404921685799,-0.2613800979514186,-0.8355942261020446,-0.6404049781426046,0.16594544351887874,0.9278669313650687,1.605428873893022,-0.7234484504994708
-0.573472799375665,0.7502712375028104,-4.867946784739729,-2.7416490740309722,-0.9852394520114538,1.4605517906721968,-1.19135916409028,-0.28741751634567125,-0.03937415152684951,2.3112548491334852,0.8763733280478636,1.3208212163104434,0.8567783597864128,-1.916412080217566,2.174389458082823,-0.20739404273958406,-0.40498010064736306,3.5044978773857682,0.14724247164448334,-0.3073435654030485
1.5506074332746058,1.6646597171613782,-1.844567520251988,0.5891333428026062,-0.7687394580150025,0.4326903605121619,-1.0531323292293855,1.9553139890026703,1.027622156958661,1.3705803469307232,-0.8226829592508496,-2.02155460439696,-0.02766664803356897,0.48838400645645347,1.4019728197828292,0.4978980813755218,0.5299949896605975,4.209145713820166,-0.63163108133207,0.9786446508195529
0.009026699539160243,2.870803256948233,-1.0560323246722163,-2.243877088288128,-0.5826184616408432,-0.08434288756457198,0.27441526175152803,2.7933538565905787,1.2402451147321345,-1.2941182578509398,-1.069549925248943,1.2691238424543754,-1.2735614487767877,-0.6471135094270317,0.7704014490971605,0.3923901609676278,0.2645452950722299,0.07432309579604535,-0.5398747245189512,0.2588020545119647
-0.25723586235065277,0.8909136388888946,-1.4200037470218447,-2.0062933073482885,-0.18684134664538188,0.251402428541384,-0.16857927210939053,1.906173945181086,-1.8850158181080543,0.11542363616007265,-1.040781504258519,1.5764311141604965,0.7110106149816915,-0.3682751842674511,1.0707085773556373,0.4432495111850467,0.437582246204109,0.45852512372442245,-1.0697541961366932,0.9629362493760367
-3.4140747681988564,2.1341093408349545,-2.7193565595225055,-3.2279210629543114,-0.1581703213721483,1.1941914754585623,0.6756730455172747,0.9506340906179851,0.5963230821303855,-0.6196499247042543,-0.14871254304677053,1.397492946812244,1.5331815345381168,-1.0236951730041066,0.860799220095758,0.8034455478164311,-0.9212850675241108,1.9640391759776366,0.8088891157734358,-0.004399603110514656
0.6994248455212919,0.36013026726764663,-1.9868291713866988,1.5849394220849649,-0.46941669852055745,0.395497900050484,-1.0019415362525192,2.428605328805781,-1.6580106496857467,0.32248469060730317,1.034095315192631,-0.45074470998884786,-1.2090499780686597,-0.2573177837521401,1.3162367158044144,0.2959369565701722,-0.9956393266352304,2.1906446308285177,-0.4658578690441332,-1.9148861814796512
-0.27424444696416284,2.4565099923597824,-0.6359803267264166,-2.554783435728506,2.1267110372635414,-1.3912935454996724,-1.151827647301513,-0.7326108996022423,0.9387971016667682,2.303321604085554,-1.1207545992574692,2.750490382042601,-1.5337442163848878,-0.8966049794417547,1.2383286488666485,0.16821506045672868,-1.3547772986742144,2.7737965822293615,0.9307379008667862,-0.27556888934979035
0.9073371190910303,0.6573547965947265,-2.0653888462449745,-1.668516883999526,-0.526270892436797,0.037564336472662996,-0.5343800108937403,-1.0120272041707659,-0.5312497928428498,-0.8635752103290679,-0.2538748700129145,0.6145572866275573,-0.09434380027259825,1.1859120985457376,1.4463366575611107,-0.25044366537840745,0.42165667263506723,1.4514728066752551,0.564301377399816,-0.750155585986957
